cmd,default value/ args,description
togglerequestsubmenu,,Your preferred outfield shirt number
togglescores,,Toggles score panel
togglewarmupmenu,,Toggle warmup menu visibility
+topspin,,
-topspin,,
trace_report,0,
tracer_extra,1,
tv_allow_camera_man,1,Auto director allows spectators to become camera man
tv_allow_static_shots,1,Auto director uses fixed level cameras for shots
tv_autorecord,0,Automatically records all games as SourceTV demos.
tv_autoretry,1,Relay proxies retry connection after network timeout
tv_chatgroupsize,0,Set the default chat group size
tv_chattimelimit,8,Limits spectators to chat only every n seconds
tv_clients,,Shows list of connected SourceTV clients.
tv_debug,0,SourceTV debug info.
tv_delay,30,SourceTV broadcast delay in seconds
tv_delaymapchange,0,Delays map change until broadcast is complete
tv_deltacache,2,Enable delta entity bit stream cache
tv_dispatchmode,1,"Dispatch clients to relay proxies: 0=never, 1=if appropriate, 2=always"
tv_enable,0,Activates SourceTV on server.
tv_maxclients,128,Maximum client number on SourceTV server.
tv_maxrate,8000,"Max SourceTV spectator bandwidth rate allowed, 0 == unlimited"
tv_msg,,Send a screen message to all clients.
tv_name,0,SourceTV host name
tv_nochat,0,Don't receive chat messages from other SourceTV spectators
tv_overridemaster,0,Overrides the SourceTV master root address.
tv_password,0,SourceTV password for all clients
tv_port,27020,Host SourceTV port
tv_record,,Starts SourceTV demo recording.
tv_relay,,Connect to SourceTV server and relay broadcast.
tv_relaypassword,0,SourceTV password for relay proxies
tv_relayvoice,1,"Relay voice data: 0=off, 1=on"
tv_retry,,Reconnects the SourceTV relay proxy.
tv_snapshotrate,16,Snapshots broadcasted per second
tv_status,,Show SourceTV server status.
tv_stop,,Stops the SourceTV broadcast.
tv_stoprecord,,Stops SourceTV demo recording.
tv_timeout,30,SourceTV connection timeout in seconds.
tv_title,0,Set title for SourceTV spectator UI
tv_transmitall,0,Transmit all entities (not only director view)
tvcam_mode,,Set TV camera mode
ui_posedebug_fade_in_time,0,[CHEATS REQUIRED] Time during which a new pose activity layer is shown in green in +posedebug UI
ui_posedebug_fade_out_time,0,[CHEATS REQUIRED] Time to keep a no longer active pose activity layer in red until removing it from +posedebug UI
unbind,,Unbind a key.
unbindall,,Unbind all keys.
unpause,,Unpause the game.
+use,,
-use,,
use,,Use a particular weapon Arguments: <weapon_name> Arguments: <weapon_name>
user,,Show user data.
user_context,,Set a Rich Presence Context: user_context <context id> <context value>
user_property,,Set a Rich Presence Property: user_property <property id>
users,,Show user info for players on server.
v_centermove,0,
v_centerspeed,500,
vcollide_wireframe,0,[CHEATS REQUIRED] Render physics collision models in wireframe
vcr_verbose,0,Write extra information into .vcr file.
vehicle_flushscript,,Flush and reload all vehicle scripts
version,,Print version info string.
vgui_drawfocus,0,Report which panel is under the mouse.
vgui_drawtree,0,[CHEATS REQUIRED] Draws the vgui panel hiearchy to the specified depth level.
+vgui_drawtree,,
-vgui_drawtree,,
vgui_drawtree_bounds,0,Show panel bounds.
vgui_drawtree_clear,,
vgui_drawtree_freeze,0,Set to 1 to stop updating the vgui_drawtree view.
vgui_drawtree_hidden,0,Draw the hidden panels.
vgui_drawtree_panelalpha,0,Show the panel alpha values in the vgui_drawtree view.
vgui_drawtree_panelptr,0,Show the panel pointer values in the vgui_drawtree view.
vgui_drawtree_popupsonly,0,Draws the vgui popup list in hierarchy(1) or most recently used(2) order.
vgui_drawtree_render_order,0,List the vgui_drawtree panels in render order.
vgui_drawtree_visible,1,Draw the visible panels.
vgui_message_dialog_modal,1,
vgui_togglepanel,,show/hide vgui panel by name.
viewanim_addkeyframe,,
viewanim_create,,viewanim_create
viewanim_load,,load animation from file
viewanim_reset,,reset view angles!
viewanim_save,,Save current animation to file
viewanim_test,,test view animation
viewmodel_fov,54,[CHEATS REQUIRED] 
violence_ablood,1,Draw alien blood
violence_agibs,1,Show alien gib entities
violence_hblood,1,Draw human blood
violence_hgibs,1,Show human gib entities
voice_avggain,0,
voice_clientdebug,0,
voice_debugfeedback,0,
voice_debugfeedbackfrom,0,
voice_dsound,0,
voice_enable,1,
voice_fadeouttime,0,
voice_forcemicrecord,1,
voice_inputfromfile,0,Get voice input from 'voice_input.wav' rather than from the microphone.
voice_loopback,0,
voice_maxgain,10,
voice_modenable,1,Enable/disable voice in this mod.
voice_overdrive,2,
voice_overdrivefadetime,0,
voice_printtalkers,,voice debug.
voice_profile,0,
voice_recordtofile,0,Record mic data and decompressed voice data into 'voice_micdata.wav' and 'voice_decompressed.wav'
voice_scale,1,
voice_serverdebug,0,
voice_showchannels,0,
voice_showincoming,0,
voice_steal,2,
voice_writevoices,0,Saves each speaker's voice data into separate .wav files
+voicerecord,,
-voicerecord,,
volume,1,Sound volume
vox_reload,,Reload sentences.txt file
voxeltree_box,,"View entities in the voxel; tree inside box <Vector(min), Vector(max)>."
voxeltree_playerview,,View entities in the voxel; tree at the player position.
voxeltree_sphere,,"View entities in the voxel; tree inside sphere <Vector(center), float(radius)>."
voxeltree_view,,View entities in the voxel; tree.
vprof,,Toggle VProf profiler
vprof_adddebuggroup1,,add a new budget group dynamically for debugging
vprof_cachemiss,,Toggle VProf cache miss checking
vprof_cachemiss_off,,Turn off VProf cache miss checking
vprof_cachemiss_on,,Turn on VProf cache miss checking
vprof_child,,
vprof_collapse_all,,Collapse the whole vprof tree
vprof_counters,0,
vprof_dump_groupnames,,Write the names of all of the vprof groups to the console.
vprof_dump_oninterval,0,Interval (in seconds) at which vprof will batch up data and dump it to the console.
vprof_dump_spikes,0,"Framerate at which vprof will begin to dump spikes to the console. 0 = disabled, negative to reset after dump"
vprof_dump_spikes_budget_group,0,Budget gtNode to start report from when doing a dump spikes
vprof_dump_spikes_node,0,Node to start report from when doing a dump spikes
vprof_expand_all,,Expand the whole vprof tree
vprof_expand_group,,Expand a budget group in the vprof tree by name
vprof_generate_report,,Generate a report to the console.
vprof_generate_report_AI,,Generate a report to the console.
vprof_generate_report_AI_only,,Generate a report to the console.
vprof_generate_report_budget,,Generate a report to the console based on budget group.
vprof_generate_report_hierarchy,,Generate a report to the console.
vprof_generate_report_map_load,,Generate a report to the console.
vprof_graph,0,Draw the vprof graph.
vprof_graphheight,256,
vprof_graphwidth,512,
vprof_nextsibling,,
vprof_off,,Turn off VProf profiler
vprof_on,,Turn on VProf profiler
vprof_parent,,
vprof_playback_average,,Average the next N frames.
vprof_playback_start,,Start playing back a recorded .vprof file.
vprof_playback_step,,"While playing back a .vprof file, step to the next tick."
vprof_playback_stepback,,"While playing back a .vprof file, step to the previous tick."
vprof_playback_stop,,Stop playing back a recorded .vprof file.
vprof_prevsibling,,
vprof_record_start,,Start recording vprof data for playback later.
vprof_record_stop,,Stop recording vprof data
vprof_remote_start,,Request a VProf data stream from the remote server (requires authentication)
vprof_remote_stop,,Stop an existing remote VProf data request
vprof_reset,,Reset the stats in VProf profiler
vprof_reset_peaks,,Reset just the peak time in VProf profiler
vprof_scope,0,Set a specific scope to start showing vprof tree
vprof_scope_entity_gamephys,0,
vprof_scope_entity_thinks,0,
vprof_unaccounted_limit,0,number of milliseconds that a node must exceed to turn red in the vprof panel
vprof_verbose,1,Set to one to show average and peak times
vprof_vtune_group,,"enable vtune for a particular vprof group (""disable"" to disable)"
vprof_warningmsec,10,Above this many milliseconds render the label red to indicate slow code.
vtune,,Controls VTune's sampling.
+walk,,
-walk,,
wc_air_edit_further,,"When in WC edit mode and editing air nodes, moves position of air node crosshair and placement location further away from player"
wc_air_edit_nearer,,"When in WC edit mode and editing air nodes, moves position of air node crosshair and placement location nearer to from player"
wc_air_node_edit,,"When in WC edit mode, toggles laying down or air nodes instead of ground nodes"
wc_create,,"When in WC edit mode, creates a node where the player is looking if a node is allowed at that location for the currently selected hull size (see ai_next_hull)"
wc_destroy,,"When in WC edit mode, destroys the node that the player is nearest to looking at. (The node will be highlighted by a red box)."
wc_destroy_undo,,When in WC edit mode restores the last deleted node
wc_link_edit,,
weapon_showproficiency,0,
writeid,,Writes a list of permanently; banned user IDs to banned_user.cfg.
writeip,,Save the ban list to banned_ip.cfg.
x360_audio_english,0,Keeps track of whether we're forcing english in a localized language.
x360_resolution_height,480,This is only used for reference. Changing this value does nothing
x360_resolution_interlaced,0,This is only used for reference. Changing this value does nothing
x360_resolution_widescreen_mode,0,This is only used for reference. Changing this value does nothing
x360_resolution_width,640,This is only used for reference. Changing this value does nothing
xbox_autothrottle,1,
xbox_steering_deadzone,0,
xbox_throttlebias,100,
xbox_throttlespoof,200,
xc_crouch_debounce,0,
xload,,Load a saved game from a 360 storage device.
xlook,,"Custom mouse acceleration (0 disable, 1 to enable, 2 enable with separate yaw/pitch rescale). Formula: mousesensitivity = ( rawmousedelta^m_customaccel_exponent ) * m_customaccel_scale + sensitivity If mode is 2, then x and y sensitivity are scaled by m_pitch and m_yaw respectively. Formula: mousesensitivity = ( rawmousedelta^m_customaccel_exponent ) * m_customaccel_scale + sensitivity If mode is 2, then x and y sensitivity are scaled by m_pitch and m_yaw respectively."
xmove,,
xsave,,Saves current game to a 360 storage device.
+zoom,,
-zoom,,
zoom_sensitivity_ratio,1,Additional mouse sensitivity scale factor applied when FOV is zoomed in.
